id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance,lat,long
bKeJWK8yxAo0x5y_0kGyVA,mercado-hollywood-los-angeles,Mercado Hollywood,https://s3-media2.fl.yelpcdn.com/bphoto/o_Oi0Vj3CysoKGDj7ONXGg/o.jpg,False,https://www.yelp.com/biz/mercado-hollywood-los-angeles?adjust_creative=RcgHbddTcn3KwStROU-gAQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RcgHbddTcn3KwStROU-gAQ,673,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,"{'latitude': 34.13166, 'longitude': -118.35262}",['delivery'],$$$,"{'address1': '3413 Cahuenga Blvd W', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90068', 'country': 'US', 'state': 'CA', 'display_address': ['3413 Cahuenga Blvd W', 'Los Angeles, CA 90068']}",+13235122500,(323) 512-2500,8303.47251003813,34.13166,-118.35262
AX-hRDB8zpIHKMix9VqB8g,h-cafe-los-angeles,H Cafe,https://s3-media1.fl.yelpcdn.com/bphoto/MU0_tA6wvmNYEU5MMwYCpQ/o.jpg,False,https://www.yelp.com/biz/h-cafe-los-angeles?adjust_creative=RcgHbddTcn3KwStROU-gAQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RcgHbddTcn3KwStROU-gAQ,470,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,"{'latitude': 34.057597, 'longitude': -118.2977468}","['delivery', 'pickup']",$$,"{'address1': '3200 W 8th St', 'address2': None, 'address3': None, 'city': 'Los Angeles', 'zip_code': '90005', 'country': 'US', 'state': 'CA', 'display_address': ['3200 W 8th St', 'Los Angeles, CA 90005']}",+12133896140,(213) 389-6140,2221.948607376574,34.057597,-118.2977468
lve4JGg7Kk5k4s9h7aMaUw,blue-palms-brewhouse-los-angeles,Blue Palms Brewhouse,https://s3-media2.fl.yelpcdn.com/bphoto/K8qXroY6SyQ8mWjZGzV-og/o.jpg,False,https://www.yelp.com/biz/blue-palms-brewhouse-los-angeles?adjust_creative=RcgHbddTcn3KwStROU-gAQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RcgHbddTcn3KwStROU-gAQ,864,"[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'salad', 'title': 'Salad'}]",4.0,"{'latitude': 34.1015151, 'longitude': -118.3233109}","['delivery', 'pickup']",$$,"{'address1': '6124 Hollywood Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90028', 'country': 'US', 'state': 'CA', 'display_address': ['6124 Hollywood Blvd', 'Los Angeles, CA 90028']}",+13234642337,(323) 464-2337,4436.9667969497905,34.1015151,-118.3233109
oZn4oaOKOI-HcUGecfG4Vw,the-penthouse-at-mastros-beverly-hills,The Penthouse at Mastro's,https://s3-media2.fl.yelpcdn.com/bphoto/-zlW4kdNxHuyD8Rv8VQTMg/o.jpg,False,https://www.yelp.com/biz/the-penthouse-at-mastros-beverly-hills?adjust_creative=RcgHbddTcn3KwStROU-gAQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RcgHbddTcn3KwStROU-gAQ,4651,"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'lounges', 'title': 'Lounges'}]",4.0,"{'latitude': 34.0689333, 'longitude': -118.3987465}",['delivery'],$$$$,"{'address1': '246 N Canon Dr', 'address2': 'Fl 3', 'address3': '', 'city': 'Beverly Hills', 'zip_code': '90210', 'country': 'US', 'state': 'CA', 'display_address': ['246 N Canon Dr', 'Fl 3', 'Beverly Hills, CA 90210']}",+13108888782,(310) 888-8782,7173.096241182559,34.0689333,-118.3987465
c2QZmOUhNm8rB1L-XvCvcQ,pour-haus-wine-bar-los-angeles,Pour Haus Wine Bar,https://s3-media2.fl.yelpcdn.com/bphoto/IvBBHzWmQo1PyeieXJ-84g/o.jpg,False,https://www.yelp.com/biz/pour-haus-wine-bar-los-angeles?adjust_creative=RcgHbddTcn3KwStROU-gAQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RcgHbddTcn3KwStROU-gAQ,509,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'newamerican', 'title': 'American (New)'}]",4.5,"{'latitude': 34.03545, 'longitude': -118.2338486}",['delivery'],$$,"{'address1': '1820 Industrial St', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90021', 'country': 'US', 'state': 'CA', 'display_address': ['1820 Industrial St', 'Los Angeles, CA 90021']}",+12133570176,(213) 357-0176,8575.375335248951,34.03545,-118.2338486
rG2Z5U0XAyItBBxRh6QiWA,industriel-los-angeles,Industriel,https://s3-media2.fl.yelpcdn.com/bphoto/nT126qlrNoLxPYz2msodqg/o.jpg,False,https://www.yelp.com/biz/industriel-los-angeles?adjust_creative=RcgHbddTcn3KwStROU-gAQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RcgHbddTcn3KwStROU-gAQ,1297,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'french', 'title': 'French'}, {'alias': 'bars', 'title': 'Bars'}]",4.0,"{'latitude': 34.0486928, 'longitude': -118.2556854}","['delivery', 'pickup', 'restaurant_reservation']",$$,"{'address1': '609 S Grand Ave', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90017', 'country': 'US', 'state': 'CA', 'display_address': ['609 S Grand Ave', 'Los Angeles, CA 90017']}",+12134888020,(213) 488-8020,6219.735736473406,34.0486928,-118.2556854
1lxtw52CJ9ip6VqQCzt2Fw,the-burrow-los-angeles,The Burrow,https://s3-media2.fl.yelpcdn.com/bphoto/-QEUtMTk2bSiNuYnKY0mCA/o.jpg,False,https://www.yelp.com/biz/the-burrow-los-angeles?adjust_creative=RcgHbddTcn3KwStROU-gAQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RcgHbddTcn3KwStROU-gAQ,260,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'gastropubs', 'title': 'Gastropubs'}]",5.0,"{'latitude': 34.04701, 'longitude': -118.26082}","['delivery', 'restaurant_reservation']",$$,"{'address1': '821 S Flower St', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90017', 'country': 'US', 'state': 'CA', 'display_address': ['821 S Flower St', 'Los Angeles, CA 90017']}",+12137843050,(213) 784-3050,5820.384083236491,34.04701,-118.26082
rX4XXEwzSea-EJxuMYAFvw,el-carmen-los-angeles,El Carmen,https://s3-media3.fl.yelpcdn.com/bphoto/SrHzFICyG8ilJOrAR74zVA/o.jpg,False,https://www.yelp.com/biz/el-carmen-los-angeles?adjust_creative=RcgHbddTcn3KwStROU-gAQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RcgHbddTcn3KwStROU-gAQ,954,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,"{'latitude': 34.0720873, 'longitude': -118.367282}",['delivery'],$$,"{'address1': '8138 W 3rd St', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90048', 'country': 'US', 'state': 'CA', 'display_address': ['8138 W 3rd St', 'Los Angeles, CA 90048']}",+13238521552,(323) 852-1552,4386.247730989834,34.0720873,-118.367282
zrA3Jo1oQZU7BvQyhKjdDg,arts-district-brewing-company-los-angeles,Arts District Brewing Company,https://s3-media1.fl.yelpcdn.com/bphoto/5xo-Bqt9Uv9mUj20pBU3sg/o.jpg,False,https://www.yelp.com/biz/arts-district-brewing-company-los-angeles?adjust_creative=RcgHbddTcn3KwStROU-gAQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RcgHbddTcn3KwStROU-gAQ,1006,"[{'alias': 'arcades', 'title': 'Arcades'}, {'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'breweries', 'title': 'Breweries'}]",4.0,"{'latitude': 34.0446217616778, 'longitude': -118.235323801466}","['delivery', 'pickup']",$$,"{'address1': '828 Traction Ave', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90013', 'country': 'US', 'state': 'CA', 'display_address': ['828 Traction Ave', 'Los Angeles, CA 90013']}",+12135195887,(213) 519-5887,8149.564328844013,34.0446217616778,-118.235323801466
LlaXbuPQBsRXjZFEx5Wkjw,pace-los-angeles-3,Pace,https://s3-media2.fl.yelpcdn.com/bphoto/ziZGFSWql_O9tpuz62TZoA/o.jpg,False,https://www.yelp.com/biz/pace-los-angeles-3?adjust_creative=RcgHbddTcn3KwStROU-gAQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RcgHbddTcn3KwStROU-gAQ,918,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",4.0,"{'latitude': 34.10906, 'longitude': -118.3697}","['delivery', 'restaurant_reservation']",$$$,"{'address1': '2100 Laurel Canyon Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90046', 'country': 'US', 'state': 'CA', 'display_address': ['2100 Laurel Canyon Blvd', 'Los Angeles, CA 90046']}",+13236548583,(323) 654-8583,6884.811112152462,34.10906,-118.3697
4LptA7lZJLKMuEgT6ZzMxQ,westside-tavern-los-angeles,Westside Tavern,https://s3-media1.fl.yelpcdn.com/bphoto/rInf5d3WgFrCCDD4M1VjEQ/o.jpg,False,https://www.yelp.com/biz/westside-tavern-los-angeles?adjust_creative=RcgHbddTcn3KwStROU-gAQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RcgHbddTcn3KwStROU-gAQ,1459,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,"{'latitude': 34.039642, 'longitude': -118.428946}",['delivery'],$$,"{'address1': '10850 W Pico Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90064', 'country': 'US', 'state': 'CA', 'display_address': ['10850 W Pico Blvd', 'Los Angeles, CA 90064']}",+13104701539,(310) 470-1539,10206.039638805056,34.039642,-118.428946
cJ_-7MywlZgLvvsS4u7jaQ,tam-o-shanter-los-angeles-2,Tam O'Shanter,https://s3-media1.fl.yelpcdn.com/bphoto/TsGcIrOGpz5jaFLVlgFO6g/o.jpg,False,https://www.yelp.com/biz/tam-o-shanter-los-angeles-2?adjust_creative=RcgHbddTcn3KwStROU-gAQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RcgHbddTcn3KwStROU-gAQ,1400,"[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'british', 'title': 'British'}]",4.0,"{'latitude': 34.125675145001, 'longitude': -118.264257899961}",['delivery'],$$$,"{'address1': '2980 Los Feliz Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90039', 'country': 'US', 'state': 'CA', 'display_address': ['2980 Los Feliz Blvd', 'Los Angeles, CA 90039']}",+13236640228,(323) 664-0228,8857.06226927977,34.125675145001,-118.264257899961
kDMsnq59lJAjMX1baGJPEA,kanpai-japanese-sushi-bar-and-grill-los-angeles,Kanpai Japanese Sushi Bar & Grill,https://s3-media1.fl.yelpcdn.com/bphoto/YEgdXfNJcm5NOFg9eEhi_A/o.jpg,False,https://www.yelp.com/biz/kanpai-japanese-sushi-bar-and-grill-los-angeles?adjust_creative=RcgHbddTcn3KwStROU-gAQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RcgHbddTcn3KwStROU-gAQ,1424,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'bars', 'title': 'Bars'}]",4.0,"{'latitude': 33.96185, 'longitude': -118.4214}","['delivery', 'restaurant_reservation']",$$$,"{'address1': '8325 Lincoln Blvd', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90045', 'country': 'US', 'state': 'CA', 'display_address': ['8325 Lincoln Blvd', 'Los Angeles, CA 90045']}",+13103387223,(310) 338-7223,14414.256201182208,33.96185,-118.4214
h3KzTYozazMtdhS8C1qBXg,the-semi-tropic-los-angeles,The Semi-Tropic,https://s3-media3.fl.yelpcdn.com/bphoto/Dw4_tSzlYUQYDB2lIpbSoA/o.jpg,False,https://www.yelp.com/biz/the-semi-tropic-los-angeles?adjust_creative=RcgHbddTcn3KwStROU-gAQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RcgHbddTcn3KwStROU-gAQ,392,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'diners', 'title': 'Diners'}]",4.5,"{'latitude': 34.07998, 'longitude': -118.25979}","['delivery', 'pickup']",$$,"{'address1': '1412 Glendale Blvd', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90026', 'country': 'US', 'state': 'CA', 'display_address': ['1412 Glendale Blvd', 'Los Angeles, CA 90026']}",+12135683827,(213) 568-3827,6026.700631674647,34.07998,-118.25979
VscSML6lgNgjJbm41Jqjog,sol-mexican-cocina-los-angeles-3,SOL Mexican Cocina,https://s3-media4.fl.yelpcdn.com/bphoto/VzfWhm944uJ6raV3XRoUDA/o.jpg,False,https://www.yelp.com/biz/sol-mexican-cocina-los-angeles-3?adjust_creative=RcgHbddTcn3KwStROU-gAQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RcgHbddTcn3KwStROU-gAQ,1222,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,"{'latitude': 33.97607616706, 'longitude': -118.416961589194}",[],$$,"{'address1': '12775 W Millennium Dr', 'address2': 'Ste 160', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90094', 'country': 'US', 'state': 'CA', 'display_address': ['12775 W Millennium Dr', 'Ste 160', 'Los Angeles, CA 90094']}",+14242890066,(424) 289-0066,12962.072281498158,33.97607616706,-118.416961589194
-9NXuo0g_NwOPfnKX3Vr_g,dama-los-angeles-6,DAMA,https://s3-media2.fl.yelpcdn.com/bphoto/3m8Z--fOw15J4PoP5EPugQ/o.jpg,False,https://www.yelp.com/biz/dama-los-angeles-6?adjust_creative=RcgHbddTcn3KwStROU-gAQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RcgHbddTcn3KwStROU-gAQ,405,"[{'alias': 'latin', 'title': 'Latin American'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",4.5,"{'latitude': 34.0352819442964, 'longitude': -118.253066191412}","['delivery', 'pickup']",$$$,"{'address1': '612 E 11th St', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90015', 'country': 'US', 'state': 'CA', 'display_address': ['612 E 11th St', 'Los Angeles, CA 90015']}",+12137410612,(213) 741-0612,6940.532537820249,34.0352819442964,-118.253066191412
SGr-W_g4ecqkkEweCc1RVg,bar-ama-los-angeles,BAR Ama,https://s3-media1.fl.yelpcdn.com/bphoto/XQhfvyptmGUnib_UFdvMJQ/o.jpg,False,https://www.yelp.com/biz/bar-ama-los-angeles?adjust_creative=RcgHbddTcn3KwStROU-gAQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RcgHbddTcn3KwStROU-gAQ,1209,"[{'alias': 'tex-mex', 'title': 'Tex-Mex'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'newmexican', 'title': 'New Mexican Cuisine'}]",4.0,"{'latitude': 34.0483374, 'longitude': -118.2477806}","['delivery', 'pickup']",$$,"{'address1': '118 W 4th St', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90013', 'country': 'US', 'state': 'CA', 'display_address': ['118 W 4th St', 'Los Angeles, CA 90013']}",+12136878002,(213) 687-8002,6923.569136544229,34.0483374,-118.2477806
yqfZcttHy2WdYFzMQQaXoA,le-petit-paris-los-angeles-3,Le Petit Paris,https://s3-media3.fl.yelpcdn.com/bphoto/vup2zs7GcmUfVqMvcHpfow/o.jpg,False,https://www.yelp.com/biz/le-petit-paris-los-angeles-3?adjust_creative=RcgHbddTcn3KwStROU-gAQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RcgHbddTcn3KwStROU-gAQ,1195,"[{'alias': 'french', 'title': 'French'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'modern_european', 'title': 'Modern European'}]",4.0,"{'latitude': 34.0481, 'longitude': -118.24846}","['delivery', 'pickup']",$$$,"{'address1': '418 /420 S Spring St', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90013', 'country': 'US', 'state': 'CA', 'display_address': ['418 /420 S Spring St', 'Los Angeles, CA 90013']}",+12132174445,(213) 217-4445,6882.392393360736,34.0481,-118.24846
